job_id,job_id_platform,role,company,location,posted_time,url,job_desc,salary,work_type,country,salary_min_cleaned,salary_max_cleaned
118,83547750,Data Engineer KG Media,Kompas Gramedia - KG Media,Kemayoran,2025-06-17 16:17:28.000000 UTC,https://id.jobstreet.com/id/job/83547750,Job Description; Design and develop data integration pipelining; Design data modelling for storing the data; Collaborate with stakeholders to design data models and pipelines; Manage the infrastructure behind the pipelines and data storages; Monitor and troubleshoot data pipelines; Minimum Qualifications; Requirement:; Fresh graduate whose tech savvy and enthusiast with data are welcome to apply; Fast learner and independent; Experienced in Python and SQL; Experienced in creating data pipelines; Experienced in data modelling; Familiarity with cloud platform such as AWS and GCP; Familiarity with git versioning tool; Familiarity with Apache Airflow is a plus; Familiarity with docker and kubernetes is a plus; Familiarity with web crawling tools is a plus,,Full time,indonesia,,
42,85535014,Data Engineer,Shipper,Central Jakarta,2025-07-07 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85535014,"What is Shipper:; Shipper is Indonesia's leading digital logistics company, specializing in end-to-end supply chain solutions for e-commerce businesses and enterprises. Established in 2017, Shipper is on a mission to democratize top-tier logistics across Indonesia. We are backed by prominent investors, including Naspers, Floodgate, Y-Combinator, Lightspeed Venture Partners, Insignia Ventures Partners, DST Global Partners, and Sequoia Capital India.; ; About The Role: ; We’re on the lookout for a Data Engineer (or Data Analyst Engineer) to join our growing tech team. You’ll play a key role in building our data pipeline from scratch, ensuring data flows smoothly across systems to support real-time operations and critical business decisions. This isn’t just about ETL — we need someone who can design, build, and scale. If you've ever walked into a company with no data infra and built something others could rely on, we’d love to hear from you.; Tech Stack You’ll Work With:; BigQuery, Google Cloud Storage, AWS S3; Apache Airflow, Database Migration Service (DMS); Databricks, Python; Familiarity with datalake architectures and storage optimization; Optional nice-to-have: Kafka, dbt, PostgreSQL, MongoDB; ; What Will You Do:; Build and maintain scalable data pipelines to support both batch and near real-time needs.; Integrate data from operational systems into our BigQuery warehouse.; Set up workflows and scheduling using Airflow.; Handle database replication and transformation via DMS.; Use Databricks for large-scale data processing.; Manage and optimize data storage layers, including AWS S3, GCS, and datalake environments.; Collaborate with engineers, analysts, and product teams to understand and fulfill data needs; What Are The Requirements:; 5+ years of experience in Data Engineering or similar roles.; Hands-on experience building pipelines from scratch.; Strong grasp of cloud-based data platforms, especially GCP and AWS.; Proficient in Python for automation and transformation tasks.; Able to work independently and provide direction in a fast-moving environment",,Kontrak/Temporer,indonesia,,
74,85163620,Cloud Engineer,PT Multipolar Technology Tbk,Jakarta,2025-06-17 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85163620,"We are looking for a motivated and creative candidate who wants to improve while developing the most innovative solution in Digital Era. The position that we offer will give you a vast opportunity to be recognized as part of digital development team who provide solution to customer, so they’ll be able to leverage their business and collaborate with Digital Ecosystem.; Scope of Work : ; Collaborate with Accounts and Presales Teams to implement cloud solutions. ; Design, develop, and maintain modular cloud systems with a focus on data security. ; Address infrastructure vulnerabilities and streamline deployements ; Provide clients with customized cloud support and recommendations. ; Requirements: ; Bachelor’s Degree in Computer Science, Electrical Engineering, or any related discipline. ; Experience with Google Cloud Platform or Microsoft products. ; Fresh graduate with a minimum GPA of 3.00 are welcome to apply. ; Preferred certification : Microsoft Azure, AWS, or GCP. Skills:; Proficiency in CI/CD systems, SysOps, troubleshooting, analytical abilities, and strong communication and collaboration skills. ; Placement at Karawaci, Tangerang or South Jakarta.",,Full time,indonesia,,
76,85157553,L1 Cloud Support Engineer,PT Data Labs Analytics,Central Jakarta,2025-06-25 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85157553,"Job Description:; Responsible as the first point of contact for issues raised by customers; Troubleshoots issues regarding cloud environments; Manage and monitor Cloud environments.; Document issues and interactions with customers; Collaborate with other support engineers.; Requirements:; At least 1 year experience in any of Public Cloud provider e.g Amazon AWS, Microsoft Azure, Google GCP or Alibaba Cloud.; Knowledge of Linux operating system.; Knowledge of networking and infrastructure.; Strong problem-solving skills.; Willing to work in 24x7 rotating shifts including weekends and holidays.",,Full time,indonesia,,
94,85056051,Cloud AI/ML Engineer,PT. Berca Hardayaperkasa,Central Jakarta,2025-06-20 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85056051,"Job Description:; - Design, build, and optimize machine learning models for real-world applications; - Hands-on coding: Write clean, efficient, and scalable code for AI pipelines and deployments.; - Translate business problems into AI solutions, from prototype to production.; - Implement and integrate AI models into business systems using cloud platforms (AWS, GCP, Azure) or on-premise.; - Work with structured/unstructured data, develop pipelines, and ensure data readiness for AI applications.; - Work with cross-functional teams, including business leaders, product managers, and engineers, to ensure AI solutions align with business needs.; Requirement:; - Bachelor's or Master's degree in Computer Science, Data Science, or a related field; - Preferably 2+ years of experience in same position; - experience in AI/ML engineering, data science, or related fields.; - Strong proficiency in Python (TensorFlow, PyTorch, Scikit-learn) and SQL.; - Experience with MLOps (model monitoring, deployment, scaling).; - Familiarity with cloud services (AWS/GCP/Azure) and containerization (Docker, Kubernetes).; - Strong problem-solving skills and ability to work independently.; - Excellent communication skills to translate AI concepts into business impact.; - Experience in Generative AI, NLP, or Computer Vision.; - Exposure to LLMs (Large Language Models) and fine-tuning techniques.; - Understanding of software engineering best practices (CI/CD, version control, API development).",,Full time,indonesia,,
126,81625510,Data Engineer,Ctlyst,Jakarta,2025-06-17 16:17:28.000000 UTC,https://id.jobstreet.com/id/job/81625510,"At Catalyst, People are the heartbeat of our company. We believe that good quality people will have a positive impact on our business. We are looking for a skilled Data Engineer to join our growing team. If you are passionate about being part of the team, building some of the most critical products, and Working alongside teams in the industry across product, engineering, and design, Let’s join us!; ; Job Description:; Develop data models and maintain company metrics and dashboard.; Develop and maintain ETL data pipelines.; Do automate testing to ensure data quality.; Translates complex functional and technical requirements into detailed design and high performing data applications.; Research or explore any new technologies to complement or improve requirements and current technologies.; Collaborate with management, business partners, analysts, developers, architects, and engineers to support data quality efforts.; ; Requirements:; Possess at least 2 years of experience in Data Engineering. Experienced working in e-commerce or marketplace is preferred.; Bachelor Degree in Computer Science, IT, Mathematics or related field.; Strong proficiency in Python, R, and SQL.; Strong data modeling knowledge.; Strong foundation in Data Query/Manipulation.; Have experience managing and designing data pipelines, debugging data issues.; Experienced in DBT (Data Build Tools) and Snowflake.; Experience working with complex ETL and Data warehouse will be a bonus.",,Kontrak/Temporer,indonesia,,
57,85309585,"Senior Data Scientist (Analytics), Business Platform",PT Solusi Transportasi Indonesia,Jakarta,2025-07-01 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85309585,"Company Description; About Grab and Our Workplace; Grab is Southeast Asia's leading superapp. From getting your favourite meals delivered to helping you manage your finances and getting around town hassle-free, we've got your back with everything. In Grab, purpose gives us joy and habits build excellence, while harnessing the power of Technology and AI to deliver the mission of driving Southeast Asia forward by economically empowering everyone, with heart, hunger, honour, and humility.; Job Description; Get to Know the Team; We drive innovation and operational excellence by turning data into actionable strategies that elevate the end-to-end experience for consumers, driver-partners, and merchant-partners. From optimizing transaction flows and platform efficiency to enhancing reliability, we strive to make Grab the first choice, every time.; Get to Know the Role; You will report to the Product Analytics Manager, Business Platform and you'll have the unique opportunity to collaborate across disciplines (Product, Business, Engineering, Design, Data Science) to transform data into dynamic solutions. Your insights will directly contribute to developing groundbreaking products and initiatives, setting new benchmarks for excellence. This isn't just any role; it's a chance to make a tangible impact on millions of lives every day.; The Critical Tasks You Will Perform; You will understand our requirements and outcomes to ensure data-driven decision-making.; You will conduct tailored analyses for specific products and operations, define critical business metrics, track them rigorously, and recommend continuous improvements.; You will frame business scenarios and propose features that impact critical business processes and decisions.; You will transform requirements into concise insights through reports, presentations, and dashboards, and consolidate data from multiple sources to create comprehensive views for decision-making.; You will develop data pipelines and custom data science models to solve identified problems.; You will launch A/B tests, analyze the results, and provide recommendations based on your findings.; Qualifications; What Essential Skills You Will Need; You have at least 3-4 years of experience in data-related or quantitative fields such as Analytics, Science, Statistics, or Mathematics.; You are fluent with SQL, Python, R or other scripting/programming languages.; You are experienced in handling large datasets and maintaining complex Extract, Transform and Load (ETL) processes.; You have solid statistical knowledge and hands-on experience running and analysing controlled experiments.; You are proficient in creating dashboards using Tableau, PowerBI or other visualisation tools.; Additional Information; Life at Grab; We care about your well-being at Grab, here are some of the global benefits we offer:; We have your back with Term Life Insurance and comprehensive Medical Insurance.; With GrabFlex, create a benefits package that suits your needs and aspirations.; Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave; We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.; Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours; What We Stand For At Grab; We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,Full time,indonesia,,
72,85209272,Data Engineer (for Insurance company),PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta,2025-06-26 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85209272,"Kualifikasi :; Minimal bergelar S1 dari jurusan IT; Pengalaman minimal 2 tahun sebagai Data Engineer; Menguasai ETL tools (SSIS/Pentaho/dsb.); Menguasai BI tools (Power BI/Tableau); Berpengalaman sebagai Data Engineer di perusahaan asuransi menjadi nilai plus; Tanggung jawab :; Mengumpulkan data dari berbagai macan source seperti dari MySql, SQL Server, Excel dan datasource lainnya; Mengolah data, membersihkan data kotor, serta mampu mencari anomali dengan menggunakan sistem ETL; Mengembangkan serta merancang arsitektur dari datawarehouse yang telah berhasil dianalisa; Melaksanakan semua tugas sesuai dengan prosedur dan kebijakan Perusahaan",,Kontrak/Temporer,indonesia,,
91,85063723,IT Data Management (Data Base Administrator) Specialist,PT Bussan Auto Finance (BAF),South Jakarta,2025-06-20 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85063723,"Join our team as an IT Database Administrator Specialist and play a critical role in designing, optimizing, and maintaining our data transformation and warehousing processes. If you’re passionate about data, performance, and collaboration, this role is for you.; Key Responsibilities:; Ensure Database System is in accordance with SLA (Service Level Agreement) and compliance / regulatory.; Create & manage database system in development, testing & production area. Perform database system maintenance. Perform monitoring & repair if there is a problem with the database system.; Perform analysis & performance tuning in the database system.; Manage database objects, including tables, clusters, indexes, views, sequences, packages & procedures and manage Data Batch Job Process.; Perform installation, configuration & upgrade database system & tools that access the database.; Perform database backup & restore for production area.; Implement & implement security procedures in the database system.; Create monthly reports for database system activities.; Manage & coordinate with database system vendors & principals.; Qualifications:; Minimum 3 years of experience in data engineering or a related field.; Strong understanding of Relational Database Management System, Operating System, Virtualization / Container, Oracle, SQL Server, PostgreSQL, Window Server OS, Linux OS, Microsoft SSIS; Familiarity with data governance and security best practices.; Excellent analytical and problem-solving skills.",,The Advertiser did not show the work type,indonesia,,
125,81965697,Expression of Interest - Lead Pipeline Engineer,PT Worley Sea Indonesia,Jakarta,2025-06-17 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/81965697,"Company: Worley; :  IDN-JKT-Jakarta City; :  Marine Pipelines; :  Full-time; :  Feb 10, 2025; :  Mar 12, 2025; :  ; About the job; We’re looking for Lead Pipeline Engineer to join our Indonesia team.; When you work for us, you get the chance to join nearly 50,000 people all driven by a common purpose of delivering a more sustainable world. We’re excited about the challenges ahead. We believe there’s never been a more rewarding time to work in the energy, chemical and resources sectors.; Who we are; Worley is a global professional services company of energy, chemicals and resources experts headquartered in Australia.; Right now, we’re bridging two worlds as we accelerate to more sustainable energy sources, while helping our customers provide the energy, chemicals, and resources that society needs now.; We partner with our customers to deliver projects and create value over the life of their portfolio of assets. We solve complex problems by finding integrated data-centric solutions from the first stages of consulting and engineering to installation and commissioning, to the last stages of decommissioning and remediation. Join us and help drive innovation and sustainability in our projects.; What you’ll do; We are looking for Lead Pipeline Engineer to join our team in Indonesia. This position plays important role during Concept-Select Study as all development concepts will involve Flow Assurance, Subsea and Pipeline. Each of these lead engineers will have to be closely engaged with each other to provide integrated Concept-Select study. This position shall also be familiar with cost and schedule estimate as this plays important role during Concept-Select study.; What you’ll have; ·        Bachelor degree in Engineering in his/her specialized field (subsea, mechanical, structural, offshore, ocean, process, flow assurance and etc.) from a recognized and fully accredited university;; ·        Having minimum twenty (20) years of related discipline engineering experience of which ten (10) years in deepwater system oil and gas facility.; ·        Having minimum three (3) Pipeline system deepwater projects for Conceptual Study, Pre-FEED or FEED as Lead Engineer.; Moving forward together; We want our people to be energized and empowered to drive sustainable impact. So, our focus is on a values-inspired culture that unlocks brilliance through belonging, connection, and innovation.; We’re building a diverse, inclusive, and respectful workplace. Creating a space where everyone feels they belong, can be themselves, and are heard.; And we're not just talking about it; we're doing it. We're reskilling our people, leveraging transferable skills, and supporting the transition of our workforce to become experts in today's low carbon energy infrastructure and technology.; Whatever your ambition, there’s a path for you here. And there’s no barrier to your potential career success. Join us to broaden your horizons, explore diverse opportunities, and be part of delivering sustainable change.; Ready to join us? Apply now to submit your CV",,Full time,indonesia,,
83,85105601,Electrical Engineer Data Center,PT Westindo Esa Perkasa,North Jakarta,2025-06-23 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85105601,"Peluang Pekerjaan; PT Westindo Esa Perkasa, perusahaan terkemuka di bidang teknologi, sedang mencari Electrical Engineer Data Center yang berpengalaman dan berkomitmen tinggi untuk bergabung dengan tim kami di Jakarta Utara. Dalam peran ini, Anda akan memainkan peran kunci dalam merancang, membangun, dan memelihara sistem kelistrikan canggih di pusat data kami yang terus berkembang.; Tanggung Jawab Utama; Merancang, mengimplementasikan, dan memelihara sistem kelistrikan di pusat data kami, termasuk panel listrik, distribusi daya, dan sistem pengkabelan; Mengawasi proyek instalasi dan pemeliharaan sistem kelistrikan, memastikan kepatuhan terhadap standar keselamatan dan kualitas yang ditetapkan; Melakukan analisis, pengujian, dan pemecahan masalah pada sistem kelistrikan untuk mengoptimalkan kinerja dan efisiensi; Mengembangkan dan menerapkan prosedur dan protokol pemeliharaan pencegahan untuk menjaga keandalan sistem; Berkolaborasi dengan tim teknis lainnya untuk mengintegrasikan sistem kelistrikan dengan infrastruktur pusat data yang lebih luas; Memantau dan melaporkan kinerja sistem kelistrikan, serta memberikan rekomendasi untuk peningkatan berkelanjutan; Kualifikasi dan Pengalaman yang Dibutuhkan; Gelar sarjana dalam Teknik Elektro atau bidang terkait; Minimal 5 tahun pengalaman sebagai Electrical Engineer di pusat data atau lingkungan teknis serupa; Menguasai dari hulu ke hilir untuk sisi electrical di data center :; Trafo- Kubikle- Panel sinkron- Generator- LVMDP- SDP- Distribution panel- UPS- Battery; Menguasai semua aspek di data center ( design, instalasi, commissioning, deinstall, maintenance, dll); Pemahaman yang mendalam tentang desain, instalasi, dan pemeliharaan sistem kelistrikan di pusat data; Pengetahuan yang kuat tentang kode, standar, dan peraturan kelistrikan yang relevan; Kemampuan memecahkan masalah, berpikir kritis, dan mengambil keputusan yang efektif; Keahlian dalam penggunaan perangkat lunak dan alat desain sistem kelistrikan; Kemampuan berkomunikasi yang baik, baik secara lisan maupun tertulis; Manfaat Bekerja di PT Westindo Esa Perkasa; Gaji kompetitif dan paket manfaat yang menarik; Lingkungan kerja yang kolaboratif dan mendukung pengembangan karier; Pelatihan dan pengembangan profesional yang berkelanjutan; Program tunjangan kesehatan yang komprehensif; Kesempatan untuk bekerja di proyek-proyek yang menarik dan inovatif; Jika Anda tertarik untuk bergabung dengan tim kami yang dinamis, silakan ajukan lamaran Anda sekarang.",Rp 7.000.000 – Rp 10.000.000 per month,Full time,indonesia,7000000,10000000
